%name       obsNum      type     dRa(mas)     dDe(mas)
1650+581         4      none      -1.4225       0.3447
0623+264         5      none      -0.1199      -0.2013
1125+221         3      none      -7.3221     -11.6794
1157-011         5      none      -0.7698      -0.5138
1240+367         4      none       0.1163       0.9870
1252+039         3      none       0.0896      -1.0417
2317-007         5      none      -0.2507       0.2792
0634+233         5      none      -0.0031      -0.6498
1201-041         3      none      -0.1386       0.4160
1316-12A         4      none       0.1592      -0.7892
1327+482         3      none       0.1832       0.5626
1724+589         3      none      -0.2743      -0.3124
2322-040         5      none      -0.2619       0.1010
0741+294         2      none     -21.6309      -5.6421
1223-074         4      none      -0.2187       1.7412
1225-088         4      none       2.6738       0.1797
2355-082         3      none       0.5599      -0.6386
0233+434         5      none       3.3615       1.4531
0647+286         4      none       0.0418       0.6417
1319+006         3      none       0.5187      -0.7192
1332+317         3      none       0.4735      -1.4855
1338+303         4      none       0.7233      -0.8195
1810+522         3      none      -0.9282       0.0441
2335-018         5      none       0.1390      -0.2830
0435+487         3      none      -3.7211      -2.2269
0907+336         3      none      -1.2760       1.7744
1012+022         3      none      -1.3423       0.3534
1256-033         5      none       1.0364      -0.9924
1750-195         4      none       1.7273       4.8158
0033+098         6      none      -0.6855       1.1938
1417-064         4      none      -0.5803      -0.2186
2326-068        10      none      -0.3968      -0.1262
1237+246         3      none       0.8948      -0.9603
1328+056         3      none       0.0063      -0.1663
1409+428         2      none       0.5695       0.1840
2344+798         1      none       0.2091       7.1141
0141+339         2      none      -2.5444      -0.2787
0718+277         2      none       0.1215      -0.2341
0719+255         3      none      -0.1011      -0.2944
0722+284         3      none       1.0935       0.0515
1156-215         4      none       2.7650      -0.2875
1242-044         3      none      -0.1034      -0.4037
2205-002         2      none      -2.2037       0.1891
0123-048         2      none      -0.8955       0.8690
0358+031         2      none      -0.8355      -1.1439
0709+683         2      none       0.1687       0.3223
0950-271         8      none       1.0902      -0.4388
1416-084         6      none      -0.3733       0.8622
1424-020         2      none       0.1258       0.0068
1501+084         2      none      -0.6588      -0.9437
1557+043         2      none      -0.2552       0.0586
1603+064         3      none      -0.7954      -0.1336
1604-037         6      none       0.8231       1.5486
2105+135         2      none       0.2985       0.1421
2128+165         2      none       0.2432      -0.3832
2249-204         4      none      -0.7643      -0.2596
2334+260         3      none      -1.3564       0.8626
0421+464         3      none       0.7816      -0.0373
1501+481         2      none      -0.7219       0.2873
1948-241         3      none      -2.8483       1.1339
0753+613         2      none      -1.0448      -1.2490
1246+517         2      none       0.3158      -0.1942
1340+289         2      none     -12.5256      13.4216
1529+441         2      none      -1.3440       1.3487
1305-241         3      none      -0.2157      -0.4038
2018-453         6      none      -1.2562       1.1278
2324+148         1      none       3.6415      54.2666
0020+015         5      none       0.3174      -0.6285
0041+047         5      none      -0.2664       0.2762
0240+110         3      none      -0.2667       0.6401
1219-036         3      none       0.6898       0.5343
1248-017         5      none      -0.7464       0.4057
1306-095         3      none       0.0807       0.7712
1416-156         4      none      -0.5425       0.5594
1450-131         7      none      -0.0908      -0.5918
1800-278         4      none      -0.0952      -1.8926
2309-014         4      none      -0.0293      -0.0120
0227-542         7      none       0.5466      -0.0689
0429+448         2      none       0.8120       0.2516
0958+559         2      none      -1.1709      -0.1255
1959+332         2      none       1.1665      -0.0412
0000+019         2      none       0.6626      -0.1508
0114+074         3      none      -0.0200      -0.0409
0117+117         3      none      -0.2522      -0.5585
0410+168         3      none       1.3997       1.7737
0516+276         3      none       0.6259      -0.3334
0521+196         3      none      -0.6875      -0.8001
0830+217         2      none       0.7015       0.0510
1107+047         2      none       0.3317       0.8516
1503-127         3      none       0.8984       0.4527
2009-169         3      none       0.6207       0.8106
2157-133         3      none       0.4891      -2.3807
0119+097         3      none       1.0704       0.8257
0127+077         2      none      -0.2887       0.4960
0242+161         2      none      -0.4982      -0.0303
0247+16A         3      none      -0.4783      -1.7363
0530+184         3      none      -0.2804      -0.1451
0701+262         3      none       0.7834      -0.4838
0839+157         3      none       1.0270      -0.3618
1003+079         2      none      -0.1882       0.8243
1108+052         3      none       0.9160      -1.2187
1215+013         3      none      -0.6831       0.2089
2159-090         3      none       0.3372       0.4385
2210-104         4      none       2.1004       1.6039
0012-008         2      none       0.9846      -0.0814
0015-028         3      none       2.5053      -2.9785
0254+155         3      none       0.1324      -0.5677
0423+186         2      none       0.3833      -0.2770
0851+146         3      none       0.5904      -0.6907
1216-062         3      none       0.9638       1.5507
1516-129         3      none       0.3508      -5.8534
2024-223         5      none       0.3196      -0.0993
2324-006         2      none       0.4308       0.1457
2324-009         2      none      -0.4449       0.7234
0138+136         3      none       0.2119      -1.0062
0145+102         3      none       1.0619       0.6408
0256+148         3      none       0.1902      -1.7041
0300+129         3      none       0.4633      -0.0362
0427+168         3      none       0.5173      -0.4425
0731+166         3      none       1.5139       1.8682
1122+076         4      none      -5.7292      -1.5164
1221-055         3      none      -0.3037       0.5434
0027+05A         2      none       0.0644       0.5042
